訂單編號,訂單日期,出貨日期,配送方式,客戶編號,城市,國家,產品名稱,產品類別,銷售數量,銷售金額,商品利潤
P06436,2020-10-13,2020-10-18,航運,C0001,London,United Kingdom,桌子,傢俱,2,98,34
P06437,2020-10-13,2020-10-17,空運,C0006,London,United Kingdom,櫃子,傢俱,2,40,4
P06438,2020-10-15,2020-10-19,快捷,C0004,Birmingham,United Kingdom,沙發,傢俱,5,329,161
P06439,2020-10-15,2020-10-20,航運,C0010,Madrid,Spain,椅子,傢俱,3,252,13
P06440,2020-10-15,2020-10-18,航運,C0008,Munich,Germany,椅子,傢俱,8,108,-3
P06441,2020-10-15,2020-10-18,航運,C0006,Birmingham,United Kingdom,椅子,傢俱,4,1314,102
P06442,2020-10-15,2020-10-18,快捷,C0006,Birmingham,United Kingdom,護貝機,辦公品,8,156,31
P06443,2020-10-15,2020-10-20,空運,C0004,Munich,Germany,櫃子,傢俱,7,510,71
P06444,2020-10-16,2020-10-21,空運,C0004,Munich,Germany,延長線,辦公品,2,61,24
P06445,2020-10-16,2020-10-21,航運,C0001,Amsterdam,Netherlands,護貝機,辦公品,2,825,50
P06446,2020-10-16,2020-10-21,快捷,C0008,London,United Kingdom,冷氣機,家電,2,23,11
P06447,2020-10-16,2020-10-20,航運,C0005,Madrid,Spain,椅子,傢俱,1,32,0
P06448,2020-10-16,2020-10-20,空運,C0001,Lisbon,Portugal,櫃子,傢俱,2,247,101
P06449,2020-10-16,2020-10-20,快捷,C0005,London,United Kingdom,麥片,食品,5,99,11
P06450,2020-10-16,2020-10-18,空運,C0007,Bern,Switzerland,吸塵器,家電,1,636,235
P06451,2020-10-16,2020-10-20,航運,C0001,Paris,France,護貝機,辦公品,3,624,-154
P06452,2020-10-16,2020-10-20,快捷,C0007,Vienna,Austria,電腦椅,傢俱,5,207,57
P06453,2020-10-16,2020-10-20,航運,C0007,Barcelona,Spain,電腦椅,傢俱,2,41,-19
P06454,2020-10-16,2020-10-20,航運,C0007,Berlin,Germany,延長線,辦公品,2,45,14
P06455,2020-10-16,2020-10-20,空運,C0010,Paris,France,延長線,辦公品,3,23,2
P06456,2020-10-16,2020-10-20,航運,C0003,Madrid,Spain,延長線,辦公品,7,286,100
P06457,2020-10-16,2020-10-20,航運,C0005,London,United Kingdom,延長線,辦公品,2,91,-4
P06458,2020-10-16,2020-10-21,航運,C0008,London,United Kingdom,電腦椅,傢俱,8,27,-7
P06459,2020-10-17,2020-10-19,快捷,C0007,Hamburg,Germany,椅子,傢俱,3,535,-91
P06460,2020-10-17,2020-10-19,航運,C0005,Birmingham,United Kingdom,麥片,食品,2,894,248
P06461,2020-10-17,2020-10-19,航運,C0006,Hamburg,Germany,椅子,傢俱,2,767,115
P06462,2020-10-17,2020-10-19,空運,C0007,Berlin,Germany,櫃子,傢俱,4,36,4
P06463,2020-10-17,2020-10-19,空運,C0002,Barcelona,Spain,椅子,傢俱,6,158,-40
P06464,2020-10-17,2020-10-19,快捷,C0007,Bern,Switzerland,投影機,家電,5,151,-65
P06465,2020-10-17,2020-10-19,空運,C0004,Bern,Switzerland,護貝機,辦公品,2,38,-5
P06466,2020-10-17,2020-10-19,航運,C0008,Bern,Switzerland,椅子,傢俱,9,953,-429
P06467,2020-10-17,2020-10-19,空運,C0002,Bern,Switzerland,沙發,傢俱,1,29,4
P06468,2020-10-17,2020-10-22,快捷,C0007,Liverpool,United Kingdom,沙發,傢俱,2,25,6
P06469,2020-10-17,2020-10-22,空運,C0007,Barcelona,Spain,櫃子,傢俱,7,856,68
P06470,2020-10-18,2020-10-22,快捷,C0007,Madrid,Spain,沙發,傢俱,4,59,-41
P06471,2020-10-18,2020-10-22,航運,C0004,Hamburg,Germany,桌子,傢俱,1,43,-2
P06472,2020-10-18,2020-10-22,空運,C0004,Munich,Germany,椅子,傢俱,3,293,-135
P06473,2020-10-18,2020-10-19,空運,C0006,London,United Kingdom,椅子,傢俱,9,5175,920
P06474,2020-10-18,2020-10-19,航運,C0007,Bern,Switzerland,櫃子,傢俱,2,16,-1
P06475,2020-10-18,2020-10-19,航運,C0001,Madrid,Spain,護貝機,辦公品,1,27,9
P06476,2020-10-18,2020-10-19,航運,C0001,Amsterdam,Netherlands,櫃子,傢俱,6,64,22
P06477,2020-10-18,2020-10-19,快捷,C0009,Bristol,United Kingdom,吸塵器,家電,3,333,89
P06478,2020-10-18,2020-10-24,空運,C0005,Birmingham,United Kingdom,沙發,傢俱,3,1244,-135
P06479,2020-10-18,2020-10-24,航運,C0005,London,United Kingdom,櫃子,傢俱,4,28,-22
P06480,2020-10-18,2020-10-24,航運,C0005,Rome,Italy,櫃子,傢俱,2,31,-3
P06481,2020-10-18,2020-10-22,航運,C0001,Birmingham,United Kingdom,速食麵,食品,8,486,-78
P06482,2020-10-18,2020-10-20,航運,C0004,Munich,Germany,延長線,辦公品,13,511,215
P06483,2020-10-18,2020-10-20,空運,C0004,London,United Kingdom,麥片,食品,9,1115,268
P06484,2020-10-18,2020-10-20,空運,C0008,Amsterdam,Netherlands,護貝機,辦公品,2,824,173
P06485,2020-10-18,2020-10-20,快捷,C0005,London,United Kingdom,護貝機,辦公品,4,54,5
P06486,2020-10-18,2020-10-20,空運,C0007,Hamburg,Germany,延長線,辦公品,2,637,287
P06487,2020-10-19,2020-10-25,空運,C0005,London,United Kingdom,打卡機,辦公品,2,258,29
P06488,2020-10-19,2020-10-24,航運,C0001,Munich,Germany,櫃子,傢俱,1,27,-14
P06489,2020-10-19,2020-10-24,航運,C0005,Liverpool,United Kingdom,延長線,辦公品,3,50,-4
P06490,2020-10-19,2020-10-24,航運,C0001,Paris,France,延長線,辦公品,3,34,0
P06491,2020-10-19,2020-10-24,快捷,C0002,Bern,Switzerland,延長線,辦公品,4,1912,-204
P06492,2020-10-19,2020-10-24,空運,C0005,Rome,Italy,護貝機,辦公品,7,52,-30
P06493,2020-10-19,2020-10-26,空運,C0004,Berlin,Germany,椅子,傢俱,6,151,33
P06494,2020-10-19,2020-10-23,空運,C0010,London,United Kingdom,電腦椅,傢俱,2,73,-28
P06495,2020-10-19,2020-10-23,快捷,C0005,Amsterdam,Netherlands,延長線,辦公品,2,46,-41
P06496,2020-10-19,2020-10-23,航運,C0007,Berlin,Germany,冷氣機,家電,2,21,0
P06497,2020-10-19,2020-10-22,空運,C0002,Hamburg,Germany,護貝機,辦公品,3,188,34
P06498,2020-10-19,2020-10-22,空運,C0005,Paris,France,櫃子,傢俱,3,34,17
P06499,2020-10-20,2020-10-22,空運,C0007,London,United Kingdom,延長線,辦公品,4,51,14
P06500,2020-10-22,2020-10-28,快捷,C0007,Liverpool,United Kingdom,椅子,傢俱,2,30,4
P06501,2020-10-22,2020-10-28,快捷,C0004,Hamburg,Germany,投影機,家電,7,342,129
P06502,2020-10-22,2020-10-27,航運,C0005,Munich,Germany,延長線,辦公品,3,165,54
P06503,2020-10-22,2020-10-27,航運,C0008,Liverpool,United Kingdom,打卡機,辦公品,2,334,83
P06504,2020-10-22,2020-10-27,航運,C0005,London,United Kingdom,延長線,辦公品,5,265,114
P06505,2020-10-22,2020-10-25,空運,C0007,Birmingham,United Kingdom,護貝機,辦公品,2,975,119
P06506,2020-10-22,2020-10-25,航運,C0004,Hamburg,Germany,櫃子,傢俱,4,149,33
P06507,2020-10-22,2020-10-25,空運,C0005,Barcelona,Spain,延長線,辦公品,5,910,391
P06508,2020-10-23,2020-10-27,空運,C0004,Hamburg,Germany,延長線,辦公品,3,480,-365
P06509,2020-10-23,2020-10-27,航運,C0007,Barcelona,Spain,櫃子,傢俱,2,13,-7
P06510,2020-10-23,2020-10-25,航運,C0003,Hamburg,Germany,椅子,傢俱,2,70,-4
P06511,2020-10-23,2020-10-25,航運,C0003,Bristol,United Kingdom,護貝機,辦公品,2,56,-27
P06512,2020-10-23,2020-10-25,航運,C0008,Birmingham,United Kingdom,延長線,辦公品,3,78,-51
P06513,2020-10-23,2020-10-25,快捷,C0002,Hamburg,Germany,投影機,家電,5,36,-18
P06514,2020-10-23,2020-10-25,空運,C0002,Berlin,Germany,電腦椅,傢俱,3,265,26
P06515,2020-10-23,2020-10-29,空運,C0002,Barcelona,Spain,沙發,傢俱,5,95,-29
P06516,2020-10-23,2020-10-29,空運,C0005,Munich,Germany,速食麵,食品,3,81,-33
P06517,2020-10-23,2020-10-29,航運,C0010,Birmingham,United Kingdom,冷氣機,家電,4,15,-11
P06518,2020-10-23,2020-10-29,空運,C0002,Munich,Germany,投影機,家電,7,180,53
P06519,2020-10-23,2020-10-29,航運,C0007,Bern,Switzerland,投影機,家電,4,63,-30
P06520,2020-10-23,2020-10-25,航運,C0007,Rome,Italy,櫃子,傢俱,4,31,7
P06521,2020-10-23,2020-10-27,航運,C0004,London,United Kingdom,速食麵,食品,2,49,-35
P06522,2020-10-23,2020-10-26,空運,C0007,Madrid,Spain,護貝機,辦公品,4,190,50
P06523,2020-10-23,2020-10-26,空運,C0008,Brussels,Belgium,護貝機,辦公品,3,128,45
P06524,2020-10-23,2020-10-30,航運,C0007,Berlin,Germany,延長線,辦公品,1,13,5
P06525,2020-10-23,2020-10-30,航運,C0002,Berlin,Germany,吸塵器,家電,3,28,14
P06526,2020-10-23,2020-10-30,空運,C0004,London,United Kingdom,椅子,傢俱,5,59,25
P06527,2020-10-23,2020-10-30,快捷,C0004,London,United Kingdom,延長線,辦公品,1,23,0
P06528,2020-10-23,2020-10-25,快捷,C0007,Vienna,Austria,沙發,傢俱,2,227,22
P06529,2020-10-23,2020-10-25,航運,C0001,London,United Kingdom,冷氣機,家電,5,33,-18
P06530,2020-10-23,2020-10-25,航運,C0002,Madrid,Spain,麥片,食品,3,1149,173
P06531,2020-10-23,2020-10-27,航運,C0007,Amsterdam,Netherlands,延長線,辦公品,1,89,-60
P06532,2020-10-24,2020-10-30,空運,C0001,Munich,Germany,沙發,傢俱,5,1298,124
P06533,2020-10-24,2020-10-29,航運,C0007,Birmingham,United Kingdom,椅子,傢俱,5,94,32
P06534,2020-10-24,2020-10-29,空運,C0003,Bern,Switzerland,櫃子,傢俱,3,13,4
P06535,2020-10-24,2020-10-26,空運,C0003,Madrid,Spain,櫃子,傢俱,1,69,-28
P06536,2020-10-24,2020-10-26,空運,C0001,Paris,France,麥片,食品,3,333,-222
P06537,2020-10-24,2020-10-29,空運,C0010,Bern,Switzerland,沙發,傢俱,6,1962,420
P06538,2020-10-24,2020-10-29,快捷,C0003,Amsterdam,Netherlands,麥片,食品,3,405,117
P06539,2020-10-24,2020-10-29,快捷,C0003,Bern,Switzerland,護貝機,辦公品,5,32,16
P06540,2020-10-24,2020-10-29,空運,C0007,Paris,France,延長線,辦公品,3,252,123
P06541,2020-10-24,2020-10-29,航運,C0005,Lisbon,Portugal,電腦椅,傢俱,8,108,35
P06542,2020-10-24,2020-10-27,空運,C0002,Bern,Switzerland,延長線,辦公品,6,344,59
P06543,2020-10-24,2020-10-27,快捷,C0005,Brussels,Belgium,櫃子,傢俱,2,130,-22
P06544,2020-10-25,2020-10-26,航運,C0004,Hamburg,Germany,沙發,傢俱,3,76,2
P06545,2020-10-25,2020-10-27,航運,C0001,London,United Kingdom,護貝機,辦公品,1,25,8
P06546,2020-10-25,2020-10-25,快捷,C0001,Munich,Germany,櫃子,傢俱,5,881,185
P06547,2020-10-25,2020-10-28,航運,C0004,Paris,France,櫃子,傢俱,2,332,70
P06548,2020-10-26,2020-10-30,航運,C0001,Birmingham,United Kingdom,護貝機,辦公品,4,235,-13
P06549,2020-10-26,2020-10-30,航運,C0005,Madrid,Spain,護貝機,辦公品,2,763,366
P06550,2020-10-26,2020-10-28,空運,C0002,London,United Kingdom,桌子,傢俱,3,120,33
P06551,2020-10-26,2020-10-31,快捷,C0007,Barcelona,Spain,桌子,傢俱,3,318,-64
P06552,2020-10-26,2020-10-31,航運,C0003,London,United Kingdom,護貝機,辦公品,2,10,-7
P06553,2020-10-26,2020-10-31,空運,C0009,Brussels,Belgium,椅子,傢俱,2,80,-42
P06554,2020-10-26,2020-10-31,航運,C0007,Berlin,Germany,沙發,傢俱,4,68,-37
P06555,2020-10-26,2020-10-31,航運,C0004,London,United Kingdom,沙發,傢俱,1,11,0
P06556,2020-10-26,2020-10-31,航運,C0006,Munich,Germany,護貝機,辦公品,9,1680,-149
P06557,2020-10-26,2020-10-30,航運,C0003,London,United Kingdom,電腦椅,傢俱,2,54,4
P06558,2020-10-28,2020-10-30,航運,C0007,Berlin,Germany,櫃子,傢俱,4,1565,172
P06559,2020-10-29,2020-11-03,快捷,C0010,Munich,Germany,延長線,辦公品,5,95,42
P06560,2020-10-29,2020-11-03,空運,C0002,Liverpool,United Kingdom,櫃子,傢俱,3,89,0
P06561,2020-10-29,2020-10-31,空運,C0010,Berlin,Germany,護貝機,辦公品,3,178,30
P06562,2020-10-29,2020-11-03,航運,C0005,Bern,Switzerland,護貝機,辦公品,3,31,9
P06563,2020-10-29,2020-11-03,快捷,C0001,Birmingham,United Kingdom,護貝機,辦公品,3,29,14
P06564,2020-10-29,2020-11-01,空運,C0007,Birmingham,United Kingdom,椅子,傢俱,2,74,32
P06565,2020-10-29,2020-11-01,空運,C0005,London,United Kingdom,沙發,傢俱,9,3728,1193
P06566,2020-10-29,2020-11-01,快捷,C0002,Lisbon,Portugal,桌子,傢俱,2,1308,536
P06567,2020-10-30,2020-10-31,航運,C0001,Birmingham,United Kingdom,護貝機,辦公品,3,24,9
P06568,2020-10-30,2020-11-06,航運,C0010,Lisbon,Portugal,冷氣機,家電,1,55,17
P06569,2020-10-30,2020-11-04,快捷,C0007,London,United Kingdom,延長線,辦公品,10,408,16
P06570,2020-10-30,2020-11-04,航運,C0007,Hamburg,Germany,冷氣機,家電,3,158,54
P06571,2020-10-30,2020-11-04,空運,C0007,London,United Kingdom,桌子,傢俱,2,97,42
P06572,2020-10-30,2020-11-03,快捷,C0003,Berlin,Germany,電腦椅,傢俱,5,60,-7
P06573,2020-10-30,2020-11-03,航運,C0002,Vienna,Austria,沙發,傢俱,4,469,68
P06574,2020-10-30,2020-11-01,航運,C0008,Bern,Switzerland,桌子,傢俱,6,368,151
P06575,2020-10-30,2020-11-01,空運,C0004,Madrid,Spain,沙發,傢俱,2,660,242
P06576,2020-10-30,2020-11-01,空運,C0006,Munich,Germany,沙發,傢俱,2,30,8
P06577,2020-10-30,2020-11-02,航運,C0003,Munich,Germany,投影機,家電,5,1172,195
P06578,2020-10-31,2020-11-03,航運,C0006,Amsterdam,Netherlands,延長線,辦公品,7,443,152
P06579,2020-10-31,2020-11-04,快捷,C0007,Barcelona,Spain,沙發,傢俱,7,109,46
P06580,2020-10-31,2020-11-04,空運,C0007,Berlin,Germany,沙發,傢俱,2,41,3
P06581,2020-10-31,2020-11-02,空運,C0006,Hamburg,Germany,椅子,傢俱,2,104,21
P06582,2020-10-31,2020-11-05,航運,C0004,Amsterdam,Netherlands,速食麵,食品,2,22,8
P06583,2020-10-31,2020-11-05,空運,C0003,Berlin,Germany,沙發,傢俱,2,103,15
P06584,2020-10-31,2020-11-03,航運,C0007,London,United Kingdom,櫃子,傢俱,5,506,30
P06585,2020-10-31,2020-11-04,航運,C0008,London,United Kingdom,延長線,辦公品,9,171,34
P06586,2020-10-31,2020-11-04,航運,C0007,Madrid,Spain,延長線,辦公品,3,900,324
P06587,2020-11-01,2020-11-05,空運,C0002,Amsterdam,Netherlands,投影機,家電,8,2635,117
P06588,2020-11-01,2020-11-01,空運,C0005,Madrid,Spain,護貝機,辦公品,2,68,4
P06589,2020-11-01,2020-11-01,快捷,C0007,Barcelona,Spain,冷氣機,家電,5,293,46
P06590,2020-11-01,2020-11-06,快捷,C0008,Paris,France,櫃子,傢俱,2,286,57
P06591,2020-11-01,2020-11-06,快捷,C0006,Munich,Germany,延長線,辦公品,4,19,-11
P06592,2020-11-01,2020-11-06,空運,C0001,Berlin,Germany,椅子,傢俱,3,1142,57
P06593,2020-11-01,2020-11-06,空運,C0002,Munich,Germany,電腦椅,傢俱,2,216,24
P06594,2020-11-01,2020-11-06,空運,C0006,Bristol,United Kingdom,延長線,辦公品,7,302,87
P06595,2020-11-01,2020-11-06,快捷,C0001,Bern,Switzerland,速食麵,食品,5,221,71
P06596,2020-11-02,2020-11-06,空運,C0002,London,United Kingdom,延長線,辦公品,13,665,0
P06597,2020-11-02,2020-11-06,空運,C0006,Amsterdam,Netherlands,沙發,傢俱,3,77,22
P06598,2020-11-02,2020-11-06,航運,C0001,London,United Kingdom,沙發,傢俱,8,888,246
P06599,2020-11-02,2020-11-06,空運,C0007,Bern,Switzerland,吸塵器,家電,3,44,18
P06600,2020-11-02,2020-11-06,航運,C0007,Birmingham,United Kingdom,延長線,辦公品,2,42,4
P06601,2020-11-02,2020-11-08,航運,C0008,Birmingham,United Kingdom,沙發,傢俱,3,24,3
P06602,2020-11-02,2020-11-08,空運,C0004,Lisbon,Portugal,椅子,傢俱,5,150,8
P06603,2020-11-02,2020-11-08,航運,C0008,Barcelona,Spain,速食麵,食品,3,375,65
P06604,2020-11-02,2020-11-08,航運,C0009,Berlin,Germany,椅子,傢俱,6,568,87
P06605,2020-11-02,2020-11-06,航運,C0001,Paris,France,投影機,家電,2,72,8
P06606,2020-11-02,2020-11-06,空運,C0007,Madrid,Spain,電腦椅,傢俱,4,70,12
P06607,2020-11-02,2020-11-06,航運,C0002,Birmingham,United Kingdom,電腦椅,傢俱,3,47,19
P06608,2020-11-02,2020-11-07,快捷,C0004,London,United Kingdom,櫃子,傢俱,4,22,0
P06609,2020-11-02,2020-11-07,空運,C0008,Berlin,Germany,速食麵,食品,2,29,-8
P06610,2020-11-02,2020-11-07,航運,C0007,Berlin,Germany,延長線,辦公品,2,660,-116
P06611,2020-11-02,2020-11-08,航運,C0002,Madrid,Spain,椅子,傢俱,4,764,382
P06612,2020-11-02,2020-11-08,空運,C0006,Brussels,Belgium,椅子,傢俱,2,33,-4
P06613,2020-11-02,2020-11-08,空運,C0008,Rome,Italy,護貝機,辦公品,11,568,116
P06614,2020-11-02,2020-11-08,快捷,C0003,Bern,Switzerland,延長線,辦公品,4,471,135
P06615,2020-11-02,2020-11-09,航運,C0003,Berlin,Germany,沙發,傢俱,3,69,3
P06616,2020-11-02,2020-11-09,空運,C0010,Paris,France,護貝機,辦公品,2,64,5
P06617,2020-11-02,2020-11-06,空運,C0004,Barcelona,Spain,沙發,傢俱,2,12,2
P06618,2020-11-02,2020-11-06,空運,C0001,Bern,Switzerland,櫃子,傢俱,5,551,50
P06619,2020-11-03,2020-11-05,航運,C0005,Bern,Switzerland,冷氣機,家電,7,75,18
P06620,2020-11-03,2020-11-07,快捷,C0001,Birmingham,United Kingdom,櫃子,傢俱,6,446,4
P06621,2020-11-03,2020-11-07,空運,C0007,Birmingham,United Kingdom,投影機,家電,4,27,12
P06622,2020-11-03,2020-11-09,航運,C0005,Brussels,Belgium,電腦椅,傢俱,6,662,9
P06623,2020-11-03,2020-11-07,航運,C0008,Munich,Germany,投影機,家電,1,7,1
P06624,2020-11-03,2020-11-07,空運,C0007,Madrid,Spain,椅子,傢俱,2,89,-2
P06625,2020-11-05,2020-11-10,航運,C0004,Munich,Germany,延長線,辦公品,2,15,-11
P06626,2020-11-05,2020-11-08,空運,C0007,Birmingham,United Kingdom,延長線,辦公品,3,342,136
P06627,2020-11-05,2020-11-08,航運,C0010,Berlin,Germany,麥片,食品,3,829,-53
P06628,2020-11-05,2020-11-08,航運,C0007,Madrid,Spain,延長線,辦公品,3,45,-3
P06629,2020-11-05,2020-11-10,航運,C0009,Birmingham,United Kingdom,椅子,傢俱,4,39,17
P06630,2020-11-05,2020-11-09,航運,C0005,Berlin,Germany,延長線,辦公品,7,1839,239
P06631,2020-11-05,2020-11-09,航運,C0005,Amsterdam,Netherlands,麥片,食品,2,207,29
P06632,2020-11-05,2020-11-09,航運,C0007,Liverpool,United Kingdom,護貝機,辦公品,3,53,3
P06633,2020-11-05,2020-11-09,航運,C0007,Munich,Germany,桌子,傢俱,3,713,128
P06634,2020-11-06,2020-11-11,航運,C0005,Munich,Germany,投影機,家電,3,423,13
P06635,2020-11-06,2020-11-11,空運,C0003,Liverpool,United Kingdom,冷氣機,家電,3,20,1
P06636,2020-11-06,2020-11-10,航運,C0007,Barcelona,Spain,延長線,辦公品,4,108,-45
P06637,2020-11-06,2020-11-10,空運,C0004,Madrid,Spain,櫃子,傢俱,3,460,5
P06638,2020-11-06,2020-11-10,航運,C0001,Berlin,Germany,電腦椅,傢俱,6,1403,296
P06639,2020-11-06,2020-11-12,航運,C0002,Birmingham,United Kingdom,護貝機,辦公品,2,115,20
P06640,2020-11-06,2020-11-12,快捷,C0007,Bristol,United Kingdom,麥片,食品,4,40,-1
P06641,2020-11-06,2020-11-12,空運,C0004,Madrid,Spain,椅子,傢俱,1,15,4
P06642,2020-11-06,2020-11-12,空運,C0010,Brussels,Belgium,冷氣機,家電,2,742,272
P06643,2020-11-06,2020-11-11,航運,C0006,Madrid,Spain,椅子,傢俱,2,26,9
P06644,2020-11-06,2020-11-12,空運,C0002,Munich,Germany,護貝機,辦公品,2,36,0
P06645,2020-11-06,2020-11-12,快捷,C0007,Hamburg,Germany,桌子,傢俱,2,13,-5
P06646,2020-11-07,2020-11-09,快捷,C0005,Bristol,United Kingdom,椅子,傢俱,2,83,20
P06647,2020-11-07,2020-11-10,空運,C0004,Madrid,Spain,延長線,辦公品,3,134,0
P06648,2020-11-07,2020-11-10,航運,C0004,Barcelona,Spain,椅子,傢俱,3,55,-11
P06649,2020-11-07,2020-11-10,空運,C0007,Bern,Switzerland,麥片,食品,7,249,58
P06650,2020-11-07,2020-11-10,空運,C0001,Birmingham,United Kingdom,椅子,傢俱,3,136,15
P06651,2020-11-07,2020-11-11,空運,C0005,Liverpool,United Kingdom,投影機,家電,3,41,-2
P06652,2020-11-07,2020-11-11,航運,C0007,Hamburg,Germany,椅子,傢俱,5,72,-12
P06653,2020-11-07,2020-11-11,快捷,C0007,Birmingham,United Kingdom,護貝機,辦公品,7,159,-84
P06654,2020-11-07,2020-11-11,快捷,C0001,Barcelona,Spain,電腦椅,傢俱,9,611,110
P06655,2020-11-08,2020-11-11,空運,C0006,Birmingham,United Kingdom,護貝機,辦公品,6,236,-3
P06656,2020-11-08,2020-11-11,航運,C0001,Munich,Germany,護貝機,辦公品,6,900,10
P06657,2020-11-08,2020-11-08,快捷,C0007,Berlin,Germany,吸塵器,家電,3,38,-1
P06658,2020-11-08,2020-11-12,快捷,C0007,Vienna,Austria,護貝機,辦公品,1,24,0
P06659,2020-11-08,2020-11-12,航運,C0004,Amsterdam,Netherlands,沙發,傢俱,1,22,-13
P06660,2020-11-08,2020-11-12,航運,C0010,Birmingham,United Kingdom,櫃子,傢俱,6,254,10
P06661,2020-11-08,2020-11-12,航運,C0008,Munich,Germany,椅子,傢俱,5,24,-10
P06662,2020-11-08,2020-11-12,快捷,C0007,London,United Kingdom,打卡機,辦公品,8,181,-10
P06663,2020-11-08,2020-11-12,快捷,C0005,Madrid,Spain,沙發,傢俱,5,307,12
P06664,2020-11-08,2020-11-12,空運,C0004,Bern,Switzerland,電腦椅,傢俱,3,280,-4
P06665,2020-11-08,2020-11-12,航運,C0005,Barcelona,Spain,護貝機,辦公品,3,19,-6
P06666,2020-11-08,2020-11-11,航運,C0007,Rome,Italy,護貝機,辦公品,4,44,11
P06667,2020-11-08,2020-11-11,空運,C0005,Munich,Germany,櫃子,傢俱,9,2331,1025
P06668,2020-11-09,2020-11-13,快捷,C0007,Paris,France,冷氣機,家電,5,105,-18
P06669,2020-11-09,2020-11-13,航運,C0010,Brussels,Belgium,電腦椅,傢俱,1,12,1
P06670,2020-11-09,2020-11-14,航運,C0005,Paris,France,沙發,傢俱,3,141,28
P06671,2020-11-09,2020-11-14,航運,C0005,Liverpool,United Kingdom,櫃子,傢俱,7,131,10
P06672,2020-11-09,2020-11-14,快捷,C0006,Munich,Germany,沙發,傢俱,3,142,3
P06673,2020-11-09,2020-11-13,航運,C0005,Madrid,Spain,櫃子,傢俱,3,894,63
P06674,2020-11-09,2020-11-13,航運,C0001,Bern,Switzerland,電腦椅,傢俱,7,181,81
P06675,2020-11-09,2020-11-13,快捷,C0006,Berlin,Germany,桌子,傢俱,7,177,5
P06676,2020-11-09,2020-11-15,空運,C0002,Brussels,Belgium,沙發,傢俱,1,36,0
P06677,2020-11-09,2020-11-15,航運,C0004,Berlin,Germany,櫃子,傢俱,2,108,46
P06678,2020-11-10,2020-11-13,航運,C0004,London,United Kingdom,椅子,傢俱,2,356,-32
P06679,2020-11-10,2020-11-13,快捷,C0006,Barcelona,Spain,電腦椅,傢俱,6,251,112
P06680,2020-11-10,2020-11-16,航運,C0007,London,United Kingdom,打卡機,辦公品,3,33,0
P06681,2020-11-10,2020-11-10,快捷,C0008,Munich,Germany,桌子,傢俱,5,67,29
P06682,2020-11-12,2020-11-12,快捷,C0004,London,United Kingdom,護貝機,辦公品,3,228,71
P06683,2020-11-12,2020-11-12,航運,C0008,Berlin,Germany,椅子,傢俱,4,764,382
P06684,2020-11-12,2020-11-12,空運,C0006,Barcelona,Spain,吸塵器,家電,1,7,2
P06685,2020-11-12,2020-11-17,空運,C0006,Berlin,Germany,護貝機,辦公品,5,112,-12
P06686,2020-11-12,2020-11-17,航運,C0008,Munich,Germany,冷氣機,家電,5,81,-34
